time,open,high,low,close,ParabolicSAR,MA Slope,MA Slope,MA Slope,MA Slope
1693170000,146.392,146.39499999999998,146.392,146.39399999999998,NaN,NaN,NaN,NaN,NaN
1693170300,146.39399999999998,146.39499999999998,146.391,146.391,NaN,NaN,NaN,NaN,NaN
1693170600,146.391,146.392,146.391,146.392,NaN,NaN,NaN,NaN,NaN
1693170900,146.392,146.392,146.392,146.392,NaN,NaN,NaN,NaN,NaN
1693171200,146.392,146.392,146.391,146.392,NaN,NaN,NaN,NaN,NaN
1693171500,146.392,146.392,146.391,146.391,NaN,NaN,NaN,NaN,NaN
1693171800,146.391,146.39499999999998,146.391,146.392,NaN,NaN,NaN,NaN,NaN
1693172100,146.392,146.398,146.392,146.398,NaN,NaN,NaN,NaN,NaN
1693172400,146.398,146.39999999999998,146.397,146.39999999999998,NaN,NaN,NaN,NaN,NaN
1693172700,146.39999999999998,146.40599999999998,146.39999999999998,146.40099999999998,NaN,NaN,NaN,NaN,NaN
1693173000,146.40099999999998,146.40699999999998,146.397,146.399,NaN,NaN,NaN,NaN,NaN
1693173300,146.399,146.40099999999998,146.397,146.399,NaN,NaN,NaN,NaN,NaN
1693173600,146.399,146.42,146.393,146.402,NaN,NaN,NaN,NaN,NaN
1693173900,146.402,146.44899999999998,146.402,146.41899999999998,NaN,NaN,NaN,NaN,NaN
1693174200,146.41899999999998,146.433,146.41799999999998,146.428,NaN,NaN,NaN,NaN,NaN
1693174500,146.428,146.45,146.428,146.45,NaN,NaN,NaN,NaN,NaN
1693174800,146.45,146.45399999999998,146.432,146.45399999999998,NaN,NaN,NaN,NaN,NaN
1693175100,146.45399999999998,146.48,146.453,146.453,NaN,NaN,NaN,NaN,NaN
1693175400,146.453,146.453,146.43099999999998,146.434,NaN,NaN,NaN,NaN,NaN
1693175700,146.434,146.446,146.433,146.445,NaN,NaN,NaN,NaN,NaN
1693176000,146.445,146.46099999999998,146.438,146.458,NaN,NaN,NaN,NaN,NaN
1693176300,146.458,146.482,146.458,146.47899999999998,NaN,NaN,NaN,NaN,NaN
1693176600,146.47899999999998,146.534,146.477,146.53099999999998,NaN,NaN,NaN,NaN,NaN
1693176900,146.53099999999998,146.559,146.524,146.548,NaN,NaN,NaN,NaN,NaN
1693177200,146.548,146.54999999999998,146.53,146.54999999999998,NaN,NaN,NaN,NaN,NaN
1693177500,146.54999999999998,146.60999999999999,146.54899999999998,146.584,NaN,NaN,NaN,NaN,NaN
1693177800,146.584,146.613,146.575,146.607,NaN,NaN,NaN,NaN,NaN
1693178100,146.607,146.61599999999999,146.529,146.529,NaN,NaN,NaN,NaN,NaN
1693178400,146.529,146.57899999999998,146.517,146.569,NaN,NaN,NaN,NaN,NaN
1693178700,146.569,146.584,146.554,146.584,NaN,NaN,NaN,NaN,NaN
1693179000,146.584,146.612,146.57999999999998,146.583,NaN,NaN,NaN,NaN,NaN
1693179300,146.583,146.583,146.547,146.55499999999998,NaN,NaN,NaN,NaN,NaN
1693179600,146.55499999999998,146.56699999999998,146.54399999999998,146.56699999999998,NaN,NaN,NaN,NaN,NaN
1693179900,146.56699999999998,146.56699999999998,146.507,146.53099999999998,NaN,NaN,NaN,NaN,NaN
1693180200,146.53099999999998,146.546,146.506,146.546,NaN,NaN,NaN,NaN,NaN
1693180500,146.546,146.548,146.51299999999998,146.545,NaN,NaN,NaN,NaN,NaN
1693180800,146.545,146.587,146.48999999999998,146.49099999999999,NaN,NaN,NaN,NaN,NaN
1693181100,146.49099999999999,146.53199999999998,146.456,146.524,NaN,NaN,NaN,NaN,NaN
1693181400,146.524,146.55599999999998,146.51999999999998,146.53,NaN,NaN,NaN,NaN,NaN
1693181700,146.53,146.553,146.487,146.499,NaN,NaN,NaN,NaN,NaN
1693182000,146.499,146.522,146.483,146.493,NaN,NaN,NaN,NaN,NaN
1693182300,146.493,146.49699999999999,146.457,146.489,NaN,NaN,NaN,NaN,NaN
1693182600,146.489,146.516,146.447,146.45999999999998,NaN,NaN,NaN,NaN,NaN
1693182900,146.45999999999998,146.504,146.45399999999998,146.499,NaN,NaN,NaN,NaN,NaN
1693183200,146.499,146.50199999999998,146.46699999999998,146.46699999999998,NaN,NaN,NaN,NaN,NaN
1693183500,146.46699999999998,146.49699999999999,146.46699999999998,146.471,NaN,NaN,NaN,NaN,NaN
1693183800,146.471,146.499,146.444,146.48399999999998,NaN,NaN,NaN,NaN,NaN
1693184100,146.48399999999998,146.53099999999998,146.46699999999998,146.511,NaN,NaN,NaN,NaN,NaN
1693184400,146.511,146.522,146.44199999999998,146.469,NaN,0.3221737706798187,NaN,NaN,NaN
1693184700,146.469,146.48,146.421,146.422,NaN,0.3221737706798187,NaN,NaN,NaN
1693185000,146.422,146.453,146.39499999999998,146.445,NaN,0.3221737706798187,NaN,NaN,NaN
1693185300,146.445,146.457,146.41299999999998,146.429,NaN,0.3221737706798187,NaN,NaN,NaN
1693185600,146.429,146.463,146.42499999999998,146.44899999999998,NaN,0.3221737706798187,NaN,NaN,NaN
1693185900,146.44899999999998,146.501,146.44799999999998,146.486,NaN,0.3221737706798187,NaN,NaN,NaN
1693186200,146.486,146.553,146.486,146.539,NaN,0.3221737706798187,NaN,NaN,NaN
