time,open,high,low,close,ParabolicSAR,MA Slope,MA Slope,MA Slope,MA Slope
1641160800,115.09,115.09100000000001,115.06,115.06400000000001,NaN,NaN,NaN,NaN,NaN
1641162600,115.06400000000001,115.123,115.06400000000001,115.095,NaN,NaN,NaN,NaN,NaN
1641164400,115.095,115.155,115.083,115.144,NaN,NaN,NaN,NaN,NaN
1641166200,115.144,115.15700000000001,115.111,115.143,NaN,NaN,NaN,NaN,NaN
1641168000,115.143,115.242,115.122,115.242,NaN,NaN,NaN,NaN,NaN
1641169800,115.242,115.293,115.232,115.28,NaN,NaN,NaN,NaN,NaN
1641171600,115.28,115.28,115.23400000000001,115.251,NaN,NaN,NaN,NaN,NaN
1641173400,115.251,115.268,115.182,115.21300000000001,NaN,NaN,NaN,NaN,NaN
1641175200,115.21300000000001,115.254,115.20700000000001,115.245,NaN,0.07061834129828792,NaN,NaN,NaN
1641177000,115.245,115.278,115.245,115.27600000000001,NaN,0.07061834129828792,NaN,NaN,NaN
1641178800,115.27600000000001,115.283,115.24900000000001,115.275,NaN,0.07061834129828792,NaN,NaN,NaN
1641180600,115.275,115.30300000000001,115.268,115.27600000000001,NaN,0.07061834129828792,NaN,NaN,NaN
1641182400,115.27600000000001,115.305,115.271,115.277,NaN,0.07061834129828792,NaN,NaN,NaN
1641184200,115.277,115.29,115.268,115.27000000000001,NaN,0.07061834129828792,NaN,NaN,NaN
1641186000,115.27000000000001,115.293,115.27000000000001,115.29,NaN,0.07061834129828792,NaN,NaN,NaN
1641187800,115.29,115.316,115.289,115.31,NaN,0.07061834129828792,NaN,NaN,NaN
1641189600,115.31,115.36200000000001,115.30900000000001,115.35900000000001,NaN,0.1473123947090769,NaN,NaN,NaN
1641191400,115.35900000000001,115.35900000000001,115.31400000000001,115.334,NaN,0.1473123947090769,NaN,NaN,NaN
1641193200,115.334,115.34400000000001,115.29400000000001,115.328,NaN,0.1473123947090769,NaN,NaN,NaN
