time,open,high,low,close,ParabolicSAR,MA Slope,MA Slope,MA Slope,MA Slope
1675202400,130.059,130.059,130.048,130.04999999999998,NaN,NaN,NaN,NaN,NaN
1675203300,130.04999999999998,130.075,130.04399999999998,130.07299999999998,NaN,NaN,NaN,NaN,NaN
1675204200,130.07299999999998,130.07999999999998,130.06699999999998,130.077,NaN,NaN,NaN,NaN,NaN
1675205100,130.077,130.082,130.065,130.075,NaN,NaN,NaN,NaN,NaN
1675206000,130.075,130.108,130.06099999999998,130.1,NaN,NaN,NaN,NaN,NaN
1675206900,130.1,130.101,130.04,130.04999999999998,NaN,NaN,NaN,NaN,NaN
1675207800,130.04999999999998,130.12099999999998,130.03699999999998,130.113,NaN,NaN,NaN,NaN,NaN
1675208700,130.113,130.132,130.07999999999998,130.113,NaN,NaN,NaN,NaN,NaN
1675209600,130.113,130.18699999999998,130.101,130.15599999999998,NaN,NaN,NaN,NaN,NaN
1675210500,130.15599999999998,130.203,130.03,130.059,NaN,NaN,NaN,NaN,NaN
1675211400,130.059,130.106,130.042,130.077,NaN,NaN,NaN,NaN,NaN
1675212300,130.077,130.099,129.85899999999998,129.922,NaN,NaN,NaN,NaN,NaN
1675213200,129.922,129.989,129.873,129.945,NaN,NaN,NaN,NaN,NaN
1675214100,129.945,130.01299999999998,129.92999999999998,129.998,NaN,NaN,NaN,NaN,NaN
1675215000,129.998,130.021,129.93699999999998,129.953,NaN,NaN,NaN,NaN,NaN
1675215900,129.953,130.022,129.93099999999998,130.021,NaN,NaN,NaN,NaN,NaN
1675216800,130.021,130.066,130.00799999999998,130.052,NaN,0.02759251309856215,NaN,NaN,NaN
1675217700,130.052,130.058,129.983,130.04299999999998,NaN,0.02759251309856215,NaN,NaN,NaN
1675218600,130.04299999999998,130.088,130.036,130.076,NaN,0.02759251309856215,NaN,NaN,NaN
1675219500,130.076,130.113,129.999,130.01899999999998,NaN,0.02759251309856215,NaN,NaN,NaN
1675220400,130.01899999999998,130.04899999999998,130.012,130.024,NaN,0.02759251309856215,NaN,NaN,NaN
1675221300,130.024,130.071,130.01299999999998,130.024,NaN,0.02759251309856215,NaN,NaN,NaN
1675222200,130.024,130.051,129.99699999999999,129.99699999999999,NaN,0.02759251309856215,NaN,NaN,NaN
1675223100,129.99699999999999,130.036,129.97799999999998,130.012,NaN,0.02759251309856215,NaN,NaN,NaN
1675224000,130.012,130.117,130.007,130.095,NaN,0.02759251309856215,NaN,NaN,NaN
1675224900,130.095,130.12099999999998,130.069,130.108,NaN,0.02759251309856215,NaN,NaN,NaN
1675225800,130.108,130.21099999999998,130.108,130.201,NaN,0.02759251309856215,NaN,NaN,NaN
1675226700,130.201,130.26899999999998,130.19899999999998,130.253,NaN,0.02759251309856215,NaN,NaN,NaN
1675227600,130.253,130.292,130.202,130.232,NaN,0.02759251309856215,NaN,NaN,NaN
1675228500,130.232,130.283,130.21599999999998,130.27599999999998,NaN,0.02759251309856215,NaN,NaN,NaN
1675229400,130.27599999999998,130.28699999999998,130.219,130.26,NaN,0.02759251309856215,NaN,NaN,NaN
1675230300,130.26,130.321,130.23999999999998,130.29399999999998,NaN,0.02759251309856215,NaN,NaN,NaN
1675231200,130.29399999999998,130.319,130.188,130.203,NaN,0.04278619094104833,NaN,NaN,NaN
1675232100,130.203,130.27599999999998,130.202,130.25,NaN,0.04278619094104833,NaN,NaN,NaN
1675233000,130.25,130.277,130.23499999999999,130.272,NaN,0.04278619094104833,NaN,NaN,NaN
1675233900,130.272,130.325,130.245,130.271,NaN,0.04278619094104833,NaN,NaN,NaN
1675234800,130.271,130.343,130.239,130.327,NaN,0.04278619094104833,NaN,NaN,NaN
1675235700,130.327,130.40099999999998,130.292,130.369,NaN,0.04278619094104833,NaN,NaN,NaN
1675236600,130.369,130.411,130.35399999999998,130.381,NaN,0.04278619094104833,NaN,NaN,NaN
1675237500,130.381,130.396,130.14399999999998,130.17399999999998,NaN,0.04278619094104833,NaN,NaN,NaN
1675238400,130.17399999999998,130.236,130.13299999999998,130.17999999999998,NaN,0.04278619094104833,NaN,NaN,NaN
1675239300,130.17999999999998,130.209,130.09099999999998,130.094,NaN,0.04278619094104833,NaN,NaN,NaN
1675240200,130.094,130.119,130.029,130.053,NaN,0.04278619094104833,NaN,NaN,NaN
1675241100,130.053,130.08499999999998,129.91899999999998,129.94199999999998,NaN,0.04278619094104833,NaN,NaN,NaN
1675242000,129.94199999999998,129.981,129.832,129.874,NaN,0.04278619094104833,NaN,NaN,NaN
1675242900,129.874,129.91899999999998,129.802,129.826,NaN,0.04278619094104833,NaN,NaN,NaN
1675243800,129.826,129.964,129.814,129.914,NaN,0.04278619094104833,NaN,NaN,NaN
1675244700,129.914,129.946,129.85899999999998,129.874,NaN,0.04278619094104833,NaN,NaN,NaN
1675245600,129.874,129.953,129.831,129.945,NaN,-0.08528201373855782,NaN,NaN,NaN
1675246500,129.945,129.96599999999998,129.868,129.899,NaN,-0.08528201373855782,NaN,NaN,NaN
1675247400,129.899,129.92399999999998,129.832,129.864,NaN,-0.08528201373855782,NaN,NaN,NaN
1675248300,129.864,129.915,129.77599999999998,129.82399999999998,NaN,-0.08528201373855782,NaN,NaN,NaN
1675249200,129.82399999999998,129.855,129.77599999999998,129.807,NaN,-0.08528201373855782,NaN,NaN,NaN
1675250100,129.807,129.843,129.70999999999998,129.83599999999998,NaN,-0.08528201373855782,NaN,NaN,NaN
1675251000,129.83599999999998,129.85,129.78799999999998,129.809,NaN,-0.08528201373855782,NaN,NaN,NaN
1675251900,129.809,129.85,129.77499999999998,129.807,NaN,-0.08528201373855782,NaN,NaN,NaN
1675252800,129.807,129.82999999999998,129.661,129.745,NaN,-0.08528201373855782,NaN,NaN,NaN
1675253700,129.745,129.757,129.672,129.73399999999998,NaN,-0.08528201373855782,NaN,NaN,NaN
1675254600,129.73399999999998,129.826,129.719,129.79299999999998,NaN,-0.08528201373855782,NaN,NaN,NaN
1675255500,129.79299999999998,129.862,129.78099999999998,129.84699999999998,NaN,-0.08528201373855782,NaN,NaN,NaN
1675256400,129.84699999999998,129.858,129.73,129.73,NaN,-0.08528201373855782,NaN,NaN,NaN
1675257300,129.73,129.731,129.468,129.6,NaN,-0.08528201373855782,NaN,NaN,NaN
1675258200,129.6,129.685,129.477,129.56199999999998,NaN,-0.08528201373855782,NaN,NaN,NaN
1675259100,129.56199999999998,129.56199999999998,129.309,129.375,NaN,-0.08528201373855782,NaN,NaN,NaN
1675260000,129.375,129.39999999999998,129.302,129.32,NaN,-0.40759139095734637,NaN,NaN,NaN
1675260900,129.32,129.427,129.298,129.41199999999998,NaN,-0.40759139095734637,NaN,NaN,NaN
1675261800,129.41199999999998,129.521,129.41,129.521,NaN,-0.40759139095734637,NaN,NaN,NaN
1675262700,129.521,129.539,129.315,129.31799999999998,NaN,-0.40759139095734637,NaN,NaN,NaN
1675263600,129.31799999999998,129.68099999999998,129.245,129.499,NaN,-0.40759139095734637,NaN,NaN,NaN
1675264500,129.499,129.53799999999998,129.302,129.302,NaN,-0.40759139095734637,NaN,NaN,NaN
1675265400,129.302,129.337,129.20499999999998,129.284,NaN,-0.40759139095734637,NaN,NaN,NaN
1675266300,129.284,129.34699999999998,129.179,129.251,NaN,-0.40759139095734637,NaN,NaN,NaN
1675267200,129.251,129.32999999999998,129.239,129.31799999999998,NaN,-0.40759139095734637,NaN,NaN,NaN
1675268100,129.31799999999998,129.36499999999998,129.262,129.298,NaN,-0.40759139095734637,NaN,NaN,NaN
1675269000,129.298,129.322,129.22199999999998,129.27499999999998,NaN,-0.40759139095734637,NaN,NaN,NaN
1675269900,129.27499999999998,129.343,129.26399999999998,129.27499999999998,NaN,-0.40759139095734637,NaN,NaN,NaN
1675270800,129.27499999999998,129.331,129.25,129.292,NaN,-0.40759139095734637,NaN,NaN,NaN
1675271700,129.292,129.298,129.236,129.25,NaN,-0.40759139095734637,NaN,NaN,NaN
1675272600,129.25,129.28799999999998,129.231,129.26899999999998,NaN,-0.40759139095734637,NaN,NaN,NaN
1675273500,129.26899999999998,129.27599999999998,129.22799999999998,129.233,NaN,-0.40759139095734637,NaN,NaN,NaN
1675274400,129.233,129.283,129.22899999999998,129.237,NaN,-0.48948967401167087,NaN,NaN,NaN
1675275300,129.237,129.35299999999998,129.23,129.314,NaN,-0.48948967401167087,NaN,NaN,NaN
1675276200,129.314,129.322,129.27499999999998,129.29,NaN,-0.48948967401167087,NaN,NaN,NaN
1675277100,129.29,129.45999999999998,129.272,129.315,NaN,-0.48948967401167087,NaN,NaN,NaN
1675278000,129.315,129.851,129.271,129.471,NaN,-0.48948967401167087,NaN,NaN,NaN
1675278900,129.471,129.672,129.457,129.61599999999999,NaN,-0.48948967401167087,NaN,NaN,NaN
1675279800,129.61599999999999,129.875,128.682,128.689,NaN,-0.48948967401167087,NaN,NaN,NaN
1675280700,128.689,128.945,128.533,128.755,NaN,-0.48948967401167087,NaN,NaN,NaN
1675281600,128.755,129.02599999999998,128.69299999999998,128.975,NaN,-0.48948967401167087,NaN,NaN,NaN
1675282500,128.975,129.15699999999998,128.678,128.725,NaN,-0.48948967401167087,NaN,NaN,NaN
1675283400,128.725,128.819,128.65099999999998,128.72199999999998,NaN,-0.48948967401167087,NaN,NaN,NaN
1675284300,128.72199999999998,128.884,128.69199999999998,128.828,NaN,-0.48948967401167087,NaN,NaN,NaN
1675285200,128.828,128.941,128.814,128.927,NaN,-0.48948967401167087,NaN,NaN,NaN
1675286100,128.927,129.07399999999998,128.921,129.065,NaN,-0.48948967401167087,NaN,NaN,NaN
1675287000,129.065,129.077,128.928,128.94299999999998,NaN,-0.48948967401167087,NaN,NaN,NaN
1675287900,128.94299999999998,128.969,128.846,128.904,NaN,-0.48948967401167087,NaN,NaN,NaN
1675288800,128.904,128.933,128.881,128.932,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675289700,128.932,128.953,128.93099999999998,128.951,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675290600,128.951,128.951,128.839,128.91199999999998,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675291500,128.91199999999998,128.91799999999998,128.904,128.91199999999998,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675292400,128.91199999999998,128.916,128.41199999999998,128.45399999999998,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675293300,128.45399999999998,128.666,128.452,128.577,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675294200,128.577,128.652,128.48999999999998,128.613,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675295100,128.613,128.65699999999998,128.572,128.605,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675296000,128.605,128.626,128.28099999999998,128.29999999999998,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675296900,128.29999999999998,128.364,128.173,128.237,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675297800,128.237,128.385,128.18099999999998,128.28799999999998,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675298700,128.28799999999998,128.463,128.248,128.457,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675299600,128.457,128.643,128.428,128.59799999999998,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
1675300500,128.59799999999998,128.626,128.539,128.56099999999998,NaN,-0.5748268451933285,-0.4949111212132469,NaN,NaN
